title,num,link,time
招聘管理及岗位聘用-中山大学南方学院,2,http://www.nfu.edu.cn/index.php/home/article/search_detail/id/885.html,2015-10-30
高薪不再恐致中国留学生盲目海外“镀金”降温-中山大学南方学院,1,http://www.nfu.edu.cn/index.php/home/article/search_detail/id/911.html,2014-12-22
高校专业盲目扩张亟须纠偏-中山大学南方学院,2,http://www.nfu.edu.cn/index.php/home/article/search_detail/id/914.html,2014-12-16
创业已近乎“零门槛” “草根创业”进入黄金时代-中山大学南方学院,3,http://www.nfu.edu.cn/index.php/home/article/search_detail/id/918.html,2014-12-12
中国已在126个国家和地区建立了475所孔子学院-中山大学南方学院,1,http://www.nfu.edu.cn/index.php/home/article/search_detail/id/922.html,2014-12-08
“人才战”能否引入转会制-中山大学南方学院,2,http://www.nfu.edu.cn/index.php/home/article/search_detail/id/929.html,2014-12-01
深聚焦：理想的大学课堂应该什么样-中山大学南方学院,2,http://www.nfu.edu.cn/index.php/home/article/search_detail/id/928.html,2014-12-01
高校迎后“985”“211”时代 如何打破身份壁垒-中山大学南方学院,2,http://www.nfu.edu.cn/index.php/home/article/search_detail/id/930.html,2014-11-24
大学开小班推广不易 思路需“转轨”硬件要改善-中山大学南方学院,1,http://www.nfu.edu.cn/index.php/home/article/search_detail/id/946.html,2014-10-27
研究生考试报名启动 多所高校推免生“阴盛阳衰”-中山大学南方学院,1,http://www.nfu.edu.cn/index.php/home/article/search_detail/id/956.html,2014-10-13
教育部：专项检查高校科研经费 通报7种违规形式 -中山大学南方学院,3,http://www.nfu.edu.cn/index.php/home/article/search_detail/id/953.html,2014-10-16
六成大学生认为高校存在经管热而基础学科偏冷现象-中山大学南方学院,1,http://www.nfu.edu.cn/index.php/home/article/search_detail/id/954.html,2014-10-15
高校频开新生家长会 专家称大学管理不应保姆化-中山大学南方学院,2,http://www.nfu.edu.cn/index.php/home/article/search_detail/id/973.html,2014-09-11
大学校长的“开学激励”：戒骄戒躁 争做“创一代”-中山大学南方学院,1,http://www.nfu.edu.cn/index.php/home/article/search_detail/id/977.html,2014-09-04
海外在线课堂挑战传统大学教育模式-中山大学南方学院,5,http://www.nfu.edu.cn/index.php/home/article/search_detail/id/984.html,2014-08-25
上海高校试点100%教授给本科生上课-中山大学南方学院,21,http://www.nfu.edu.cn/index.php/home/article/search_detail/id/981.html,2014-08-28
调查：高校自习室一座难求 学生凌晨四五点排队-中山大学南方学院,2,http://www.nfu.edu.cn/index.php/home/article/search_detail/id/960.html,2014-10-08
两岸三地四高校首推“联合大学”-中山大学南方学院,1,http://www.nfu.edu.cn/index.php/home/article/search_detail/id/992.html,2014-07-07
中国打造中西部高校“联合舰队”-中山大学南方学院,1,http://www.nfu.edu.cn/index.php/home/article/search_detail/id/1000.html,2014-06-19
中国大学生突围“更难就业季” 合伙创业意向增多-中山大学南方学院,1,http://www.nfu.edu.cn/index.php/home/article/search_detail/id/1005.html,2014-06-11
我国海外高层次人才引进计划实施5年回眸-中山大学南方学院,3,http://www.nfu.edu.cn/index.php/home/article/search_detail/id/1010.html,2014-06-03
中国人才战略引七成海外学子“回家”-中山大学南方学院,2,http://www.nfu.edu.cn/index.php/home/article/search_detail/id/1011.html,2014-06-03
全国博士后学术论坛聚焦生态文明建设-中山大学南方学院,1,http://www.nfu.edu.cn/index.php/home/article/search_detail/id/1008.html,2014-06-09
高校推行专业型硕士改革 提升实践能力成“重头戏”-中山大学南方学院,2,http://www.nfu.edu.cn/index.php/home/article/search_detail/id/1015.html,2014-05-27
如何应对大学生就业形势“新常态”？-中山大学南方学院,2,http://www.nfu.edu.cn/index.php/home/article/search_detail/id/1023.html,2014-05-15
高校与司法系统互聘专家 180名法官律师大学任教-中山大学南方学院,5,http://www.nfu.edu.cn/index.php/home/article/search_detail/id/1024.html,2014-05-15
